Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]AnonH [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [SOCK]Used [SOCK]Tcp [SOCK]Orph [SOCK]Tw [SOCK]Alloc [SOCK]Mem [SOCK]Udp [SOCK]Raw [SOCK]Frag [SOCK]FragMem [NET]RxPktTot [NET]TxPktTot [NET]RxKBTot [NET]TxKBTot [NET]RxCmpTot [NET]RxMltTot [NET]TxCmpTot [NET]RxErrsTot [NET]TxErrsTot [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot [INODE]NumDentry [INODE]openFiles [INODE]MaxFile% [INODE]used [NFS]ReadsS [NFS]WritesS [NFS]MetaS [NFS]CommitS [NFS]Udp [NFS]Tcp [NFS]TcpConn [NFS]BadAuth [NFS]BadClient [NFS]ReadsC [NFS]WritesC [NFS]MetaC [NFS]CommitC [NFS]Retrans [NFS]AuthRef [TCP]IpErr [TCP]TcpErr [TCP]UdpErr [TCP]IcmpErr [TCP]Loss [TCP]FTrans [BUD]1Page [BUD]2Pages [BUD]4Pages [BUD]8Pages [BUD]16Pages [BUD]32Pages [BUD]64Pages [BUD]128Pages [BUD]256Pages [BUD]512Pages [BUD]1024Pages label
20211220 17:45:30 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00 0.00 0.00 0.00 128.87 224.78 0.00 508.00 0.00 0.00 0.00 0.00 0 0 4030884.00 2072256.00 1958628.00 0.00 88308.00 983648.00 145032.00 321852.00 790708.00 0.00 4518192.00 0.00 8787964.00 0.00 8787964.00 0.00 0.00 276.00 0.00 0.00 680568.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 72180.00 703 5 0 0 9 0 0 0 0 0 11.99 4.00 1.16 0.45 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 55356 7488 0.00 48887 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 211 435 456 160 132 27 81 25 4 4 460 attack
20211220 17:45:31 0.99 0.00 0.99 0.99 0.00 0.99 0.00 96.04 2.97 0.00 0.00 161.32 251.50 0.00 508.00 0.00 0.00 0.00 0.00 0 0 4030884.00 2072256.00 1958628.00 0.00 88308.00 983640.00 145032.00 321852.00 790708.00 0.00 4518192.00 0.00 8787964.00 0.00 8787964.00 0.00 0.00 44.00 0.00 0.00 680564.00 0.00 204.41 0.00 0.00 0.00 0.00 0.00 72180.00 703 5 0 0 9 0 0 0 0 0 10.02 5.01 1.14 0.51 0.00 0.00 0.00 0.00 0.00 0.00 24.05 24.05 0.00 204.41 204.41 0.00 18.04 18.04 55356 7488 0.00 48886 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 211 435 456 160 132 27 81 25 4 4 460 attack
20211220 17:45:32 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00 0.00 0.00 0.00 167.00 283.00 0.00 508.00 0.00 0.00 0.00 0.00 0 0 4030884.00 2072256.00 1958628.00 0.00 88308.00 983640.00 145032.00 321852.00 790708.00 0.00 4518192.00 0.00 8787964.00 0.00 8787964.00 0.00 0.00 44.00 0.00 0.00 680564.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 72180.00 703 5 0 0 9 1 0 0 0 0 29.00 11.00 3.31 1.24 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 55357 7488 0.00 48886 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 211 435 456 159 132 27 81 25 4 4 460 attack
20211220 17:45:33 0.00 0.00 2.00 0.00 0.00 0.00 0.00 98.00 2.00 0.00 0.00 138.86 241.76 0.00 508.00 0.00 0.00 0.00 0.00 0 0 4030884.00 2072288.00 1958596.00 0.00 88316.00 983636.00 145032.00 321852.00 790708.00 0.00 4518192.00 0.00 8787964.00 0.00 8787964.00 0.00 0.00 100.00 0.00 0.00 680564.00 0.00 79.92 0.00 0.00 0.00 0.00 0.00 72180.00 703 5 0 0 9 0 0 0 0 0 12.99 4.00 1.21 0.45 0.00 8.99 0.00 0.00 0.00 0.00 2.00 2.00 0.00 79.92 79.92 0.00 17.98 17.98 55357 7488 0.00 48885 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 211 435 456 159 132 27 81 25 4 4 460 attack
20211220 17:45:34 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00 0.00 0.00 0.00 146.15 224.22 0.00 508.00 0.00 0.00 0.00 0.00 0 0 4030884.00 2072288.00 1958596.00 0.00 88316.00 983636.00 145032.00 321852.00 790708.00 0.00 4518192.00 0.00 8787964.00 0.00 8787964.00 0.00 0.00 100.00 0.00 0.00 680564.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 72180.00 703 5 0 0 9 0 0 0 0 0 11.01 4.00 1.09 0.45 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 55357 7488 0.00 48884 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 211 435 456 159 132 27 81 25 4 4 460 attack
20211220 17:45:35 0.00 0.00 1.02 0.00 0.00 0.00 0.00 98.98 1.02 0.00 0.00 166.83 276.72 0.00 508.00 0.00 0.00 0.00 0.00 0 0 4030884.00 2072256.00 1958628.00 0.00 88316.00 983632.00 145032.00 321852.00 790708.00 0.00 4518192.00 0.00 8787964.00 0.00 8787964.00 0.00 0.00 104.00 0.00 0.00 680556.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 72180.00 703 5 0 0 9 1 0 0 0 0 23.98 10.99 4.48 1.24 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 55358 7488 0.00 48884 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 211 435 456 160 132 27 81 25 4 4 460 attack
20211220 17:45:36 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00 0.00 0.00 0.00 147.15 223.22 0.00 508.00 1.00 0.00 0.00 0.00 1 0 4030884.00 2072256.00 1958628.00 0.00 88316.00 983632.00 145032.00 321852.00 790708.00 0.00 4518192.00 0.00 8787964.00 0.00 8787964.00 0.00 0.00 104.00 0.00 0.00 680556.00 0.00 8.01 0.00 0.00 0.00 0.00 0.00 72180.00 703 5 0 0 9 0 0 0 0 0 14.01 4.00 1.82 0.45 0.00 0.00 0.00 0.00 0.00 0.00 2.00 2.00 0.00 8.01 8.01 0.00 0.00 0.00 55358 7488 0.00 48883 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 211 435 456 160 132 27 81 25 4 4 460 attack
20211220 17:45:37 0.00 0.00 0.00 1.02 0.00 0.00 0.00 98.98 0.00 0.00 0.00 155.84 264.74 0.00 508.00 0.00 0.00 0.00 0.00 0 0 4030884.00 2072256.00 1958628.00 0.00 88324.00 983624.00 145032.00 321852.00 790708.00 0.00 4518192.00 0.00 8787964.00 0.00 8787964.00 0.00 0.00 104.00 0.00 0.00 680552.00 0.00 19.98 0.00 0.00 0.00 0.00 0.00 72180.00 703 5 0 0 9 0 0 0 0 0 11.99 4.00 1.56 0.45 0.00 5.99 0.00 0.00 0.00 0.00 2.00 2.00 0.00 19.98 19.98 0.00 3.00 3.00 55358 7488 0.00 48882 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 211 435 456 160 132 27 81 25 4 4 460 attack
20211220 17:45:38 0.00 0.00 1.02 1.02 0.00 0.00 0.00 97.96 1.02 0.00 0.00 161.00 281.00 0.00 508.00 0.00 0.00 0.00 0.00 0 0 4030884.00 2072256.00 1958628.00 0.00 88332.00 983616.00 145032.00 321852.00 790708.00 0.00 4518192.00 0.00 8787964.00 0.00 8787964.00 0.00 0.00 156.00 0.00 0.00 680552.00 0.00 92.00 0.00 0.00 0.00 0.00 0.00 72180.00 703 5 0 0 9 0 0 0 0 0 17.00 10.00 2.04 1.14 0.00 0.00 0.00 0.00 0.00 0.00 2.00 2.00 0.00 92.00 92.00 0.00 21.00 21.00 55359 7488 0.00 48882 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 211 435 456 159 132 27 81 25 4 4 460 attack
20211220 17:45:39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00 0.00 0.00 0.00 132.00 236.00 0.00 508.00 1.00 0.00 0.00 0.00 1 0 4030884.00 2072288.00 1958596.00 0.00 88332.00 983620.00 145032.00 321852.00 790708.00 0.00 4518192.00 0.00 8787964.00 0.00 8787964.00 0.00 0.00 156.00 0.00 0.00 680548.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 72180.00 703 5 0 0 9 0 0 0 0 0 12.00 4.00 1.45 0.45 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 55359 7488 0.00 48881 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 211 435 456 159 132 27 81 25 4 4 460 attack
